term,term_label,parent_term,parent_label
ENVO:01000779,public infrastructure,ENVO:00000070,human construction
ENVO:01000780,public road,ENVO:00000064,road
ENVO:01000781,public building,ENVO:00000073,building
ENVO:01000782,utility line,ENVO:00003074,manufactured product
ENVO:01000783,public utility line,ENVO:01000782,utility line
ENVO:01000784,illegal informal settlement,ENVO:01000765,informal settlement
ENVO:01000785,material extraction process,ENVO:02500000,environmental system process
ENVO:01000786,fire,ENVO:01000839,combustion process
ENVO:01000787,wildfire,ENVO:01000788,conflagration
ENVO:01000788,conflagration,ENVO:01000786,fire
ENVO:01000789,flame,ENVO:01000797,gaseous environmental material
ENVO:01000790,hydrocarbon flame,ENVO:01000789,flame
ENVO:01000791,forest fire,ENVO:01001292,land fire
ENVO:01000792,mass gaseous flow,ENVO:01001747,mass fluid flow
ENVO:01000794,stellar wind,ENVO:01000796,mass plasma flow
ENVO:01000796,mass plasma flow,ENVO:01001334,advective transport process
ENVO:01000798,plasma,ENVO:02000140,fluid environmental material
ENVO:01000800,planet,ENVO:01000799,astronomical body
ENVO:01000801,star,ENVO:01000799,astronomical body
ENVO:01000802,planetary moon,ENVO:01000799,astronomical body
ENVO:01000804,astronomical object,BFO_0000030,object
ENVO:01000805,globular star cluster,ENVO:01000804,astronomical object
ENVO:01000806,nebula,ENVO:01000804,astronomical object
ENVO:01000807,galaxy,ENVO:01000804,astronomical object
ENVO:01000808,dwarf planet,ENVO:01000809,minor planet
ENVO:01000809,minor planet,ENVO:01000799,astronomical body
ENVO:01000810,planetary atmosphere,ENVO:01000267,atmosphere
ENVO:01000811,nitrogen-oxygen planetary atmosphere,ENVO:01000810,planetary atmosphere
ENVO:01000817,biosphere,ENVO:01001784,compound astronomical body part
ENVO:01000820,pedosphere,ENVO:01001784,compound astronomical body part
ENVO:01000821,photosphere,ENVO:01000813,astronomical body part
ENVO:01000822,planetary photic zone,ENVO:01000813,astronomical body part
ENVO:01000823,illuminated biosphere part,ENVO:01000813,astronomical body part
ENVO:01000824,exorheic lake,ENVO:01001320,fresh water body
ENVO:01000826,open eaves,ENVO:01000825,eaves
ENVO:01000827,closed eaves,ENVO:01000825,eaves
ENVO:01000829,water vapour saturated air,ENVO:01000828,humid air
ENVO:01000830,water-based rainfall,ENVO:01000703,hydrological precipitation process
ENVO:01000831,droplet,ENVO:01001690,mass of liquid
ENVO:01000832,raindrop,ENVO:01000831,droplet
ENVO:01000833,water droplet,ENVO:01000831,droplet
ENVO:01000835,cloud droplet,ENVO:01000831,droplet
ENVO:01000836,water-based cloud droplet,ENVO:01000835,cloud droplet
ENVO:01000839,combustion process,ENVO:01000840,thermolysis
ENVO:01000840,thermolysis,ENVO:03000043,material transformation process
ENVO:01000841,pyrolysis,ENVO:01000840,thermolysis
ENVO:01000842,smog,ENVO:01000844,fog
ENVO:01000844,fog,ENVO:01001088,aerosolised liquids
ENVO:01000845,crystal,ENVO:01000814,solid environmental material
ENVO:01000846,water ice crystal,ENVO:01000845,crystal
ENVO:01000847,hair ice,ENVO:01000277,water ice
ENVO:01000848,flower strip,ENVO:01001305,vegetated area
ENVO:01000849,flower-rich field margin strip,ENVO:01000848,flower strip
ENVO:01000850,clathrate material,ENVO:01000845,crystal
ENVO:01000851,methane clathrate,ENVO:01000850,clathrate material
ENVO:01000852,coral bleaching process,ENVO:01001795,ecosystem process
ENVO:01000853,marl,ENVO:00010483,environmental material
ENVO:01000854,tropical marine coral reef biome,ENVO:01000049,marine coral reef biome
ENVO:01000856,temperate marginal sea biome,ENVO:01000046,marginal sea biome
ENVO:01000858,marine upwelling biome,ENVO:00000447,marine biome
ENVO:01000859,tropical marine upwelling biome,ENVO:01000858,marine upwelling biome
ENVO:01000860,temperate marine upwelling biome,ENVO:01000858,marine upwelling biome
ENVO:01000862,turbulent aquatic surface layer,ENVO:01001309,liquid air-water interface layer
ENVO:01000863,overflow structure,ENVO:00000070,human construction
ENVO:01000864,mouth of liquid discharge conduit,ENVO:00000479,mouth
ENVO:01000865,electric power system,ENVO:00003074,manufactured product
ENVO:01000866,photovoltaic system,ENVO:01000865,electric power system
ENVO:01000867,solar panel array,ENVO:00003074,manufactured product
ENVO:01000868,domestic solar panel array,ENVO:01000867,solar panel array
ENVO:01000870,ground deformation process,ENVO:02500000,environmental system process
ENVO:01000871,puddle of water,ENVO:00000063,water body
ENVO:01000872,ballast water,ENVO:00002006,liquid water
ENVO:01000873,ballast tank,ENVO:00003074,manufactured product
ENVO:01001303,environmental role,CHEBI_50906,role
ENVO:01001304,oasis,ENVO:01001305,vegetated area
ENVO:01001306,bone element environment,ENVO:01001110,ecosystem
ENVO:01001308,hydroform,ENVO:01001477,liquid astronomical body part
ENVO:02000000,hypodermic needle,ENVO:00010621,medical instrument
ENVO:02000001,textile,ENVO:00003074,manufactured product
ENVO:02000002,bedclothing,ENVO:02000001,textile
ENVO:02000003,pockmark field,ENVO:01000352,field
ENVO:02000004,nesting material,ENVO:00010483,environmental material
ENVO:02000007,tissue culture,OBI_0000011,planned process
ENVO:02000008,cell culture,ENVO:01000155,organic material
ENVO:02000009,plant tissue culture,ENVO:02000007,tissue culture
ENVO:02000010,organ culture,ENVO:02000007,tissue culture
ENVO:02000019,bodily fluid material,ENVO:01000155,organic material
ENVO:02000020,blood material,ENVO:02000019,bodily fluid material
ENVO:02000021,amniotic fluid material,ENVO:02000019,bodily fluid material
ENVO:02000022,excreta material,ENVO:02000019,bodily fluid material
ENVO:02000023,bile material,ENVO:02000019,bodily fluid material
ENVO:02000024,aqueous humour material,ENVO:02000019,bodily fluid material
ENVO:02000025,sweat material,ENVO:02000022,excreta material
ENVO:02000026,chyme material,ENVO:02000019,bodily fluid material
ENVO:02000027,blood plasma material,ENVO:02000019,bodily fluid material
ENVO:02000028,ear wax material,ENVO:02000019,bodily fluid material
ENVO:02000029,cerebrospinal fluid material,ENVO:02000019,bodily fluid material
ENVO:02000030,chyle material,ENVO:02000019,bodily fluid material
ENVO:02000031,breast milk material,ENVO:02000019,bodily fluid material
ENVO:02000032,vitreous humor material,ENVO:02000019,bodily fluid material
ENVO:02000033,pleural effusion material,ENVO:02000019,bodily fluid material
ENVO:02000034,tear material,ENVO:02000019,bodily fluid material
ENVO:02000035,oronasal secretion material,ENVO:02000019,bodily fluid material
ENVO:02000036,saliva material,ENVO:02000019,bodily fluid material
ENVO:02000037,sebum material,ENVO:02000019,bodily fluid material
ENVO:02000038,pus material,ENVO:02000019,bodily fluid material
ENVO:02000039,synovial fluid material,ENVO:02000019,bodily fluid material
ENVO:02000040,mucus material,ENVO:02000019,bodily fluid material
ENVO:02000041,lymph material,ENVO:02000019,bodily fluid material
ENVO:02000042,interstitial fluid material,ENVO:02000019,bodily fluid material
ENVO:02000043,biological product,ENVO:00003074,manufactured product
ENVO:02000044,siliceous ooze,ENVO:01000082,biogenous sediment
ENVO:02000045,red clay,ENVO:01000082,biogenous sediment
ENVO:02000046,calcareous ooze,ENVO:01000082,biogenous sediment
ENVO:02000047,animal feed,FOODON_00002403,food material
ENVO:02000048,contaminated animal feed,ENVO:02000047,animal feed
ENVO:02000049,coastal water body,ENVO:00001999,marine water body
ENVO:02000052,umbrella,ENVO:00003074,manufactured product
ENVO:02000053,hide,ENVO:0010003,agricultural environmental material
ENVO:02000054,bone meal,ENVO:02000055,plant feed
ENVO:02000055,plant feed,FOODON_00002403,food material
ENVO:02000058,cloth,ENVO:02000001,textile
ENVO:02000059,surface soil,ENVO:00001998,soil
ENVO:02000081,letter,ENVO:00003895,paper product
ENVO:02000091,coal,ENVO:00002016,sedimentary rock
ENVO:02000094,ore,ENVO:00001995,rock
ENVO:02000099,coal dust,ENVO:00002008,dust
ENVO:02000100,mineral dust,ENVO:00002008,dust
ENVO:02000101,fibrous dust,ENVO:00002008,dust
ENVO:02000103,metallic dust,ENVO:00002008,dust
ENVO:02000105,clay dust,ENVO:00002008,dust
ENVO:02000107,grain dust,ENVO:02000109,dust from plant parts
ENVO:02000110,open-pit mine,ENVO:00000076,mine
ENVO:02000112,fume,ENVO:01000797,gaseous environmental material
ENVO:02000115,vanadium fume,ENVO:02000112,fume
ENVO:02000117,natural wax,ENVO:01000575,wax
ENVO:02000118,paraffin wax,ENVO:01000575,wax
ENVO:02000119,oil shale,ENVO:00002056,shale
ENVO:02000122,peat drainage,ENVO:02500031,hydrological process
ENVO:02000123,paint,ENVO:01000815,liquid environmental material
ENVO:02000124,lead paint,ENVO:02000123,paint
ENVO:02500001,desertification,ENVO:02500005,land degradation
ENVO:02500002,flooding,ENVO:03000010,material transport process
ENVO:02500003,atmospheric process,ENVO:02500000,environmental system process
ENVO:02500004,greenhouse effect,ENVO:02500003,atmospheric process
ENVO:02500005,land degradation,ENVO:01001795,ecosystem process
ENVO:02500007,ecosystem-wide photosynthesis,ENVO:02500031,hydrological process
ENVO:02500008,ecosystem-wide respiration,ENVO:02500000,environmental system process
ENVO:02500009,biogeochemical cycling,ENVO:02500030,biogeochemical process
ENVO:02500010,carbon cycling,ENVO:02500009,biogeochemical cycling
ENVO:02500011,afforestation,ENVO:02500032,planned revegetation
ENVO:02500012,deforestation,ENVO:01001795,ecosystem process
ENVO:02500013,reforestation,ENVO:02500032,planned revegetation
ENVO:02500018,algal bloom process,ENVO:01001795,ecosystem process
ENVO:02500021,algal bloom collapse,ENVO:01001795,ecosystem process
ENVO:02500023,algal production,ENVO:01001795,ecosystem process
ENVO:02500026,anthropogenic modulatory intervention process,OBI_0000011,planned process
ENVO:02500027,anthropogenic environmental process,ENVO:02500000,environmental system process
ENVO:02500028,planetary erosion,ENVO:01001346,erosion
ENVO:02500029,bedrock dissolution,ENVO:02500028,planetary erosion
ENVO:02500030,biogeochemical process,ENVO:02500000,environmental system process
ENVO:02500032,planned revegetation,ENVO:01001170,active ecosystem management process
ENVO:02500033,evapotranspiration,ENVO:03000010,material transport process
ENVO:02500034,evaporation,ENVO:01000622,vaporisation
ENVO:02500035,transpiration,ENVO:03000010,material transport process
ENVO:02500036,environmental pollution,ENVO:02500000,environmental system process
ENVO:02500037,air pollution,ENVO:02500036,environmental pollution
ENVO:02500038,soil pollution,ENVO:02500036,environmental pollution
ENVO:02500039,water pollution,ENVO:02500036,environmental pollution
ENVO:02500040,plastic pollution,ENVO:02500036,environmental pollution
ENVO:02500041,environmental monitoring,OBI_0000011,planned process
ENVO:02500042,pollution control,ENVO:02500026,anthropogenic modulatory intervention process
ENVO:02500043,pollution monitoring,ENVO:02500041,environmental monitoring
ENVO:02500044,urban pollution,ENVO:02500036,environmental pollution
ENVO:08000001,axilla skin environment,ENVO:2100003,skin environment
ENVO:08000002,mouth environment,ENVO:01001110,ecosystem
ENVO:09000001,solubility of carbon atom in environmental material,PATO_0001536,solubility
ENVO:09000002,solubility of carbon atom in soil,ENVO:09000001,solubility of carbon atom in environmental material
ENVO:09000003,solubility of carbon atom in water,ENVO:09000001,solubility of carbon atom in environmental material
ENVO:09000004,amount of carbon atom in environmental material,PATO_0000070,amount
ENVO:09000005,amount of carbon atom in soil,ENVO:09000004,amount of carbon atom in environmental material
ENVO:09000006,amount of carbon atom in water,ENVO:09000004,amount of carbon atom in environmental material
ENVO:09000007,concentration of carbon atom in environmental material,PATO_0000033,concentration of
ENVO:09000008,concentration of carbon atom in soil,ENVO:09000007,concentration of carbon atom in environmental material
ENVO:09000009,concentration of carbon atom in water,ENVO:09000007,concentration of carbon atom in environmental material
ENVO:09000010,solubility of nitrogen atom in environmental material,PATO_0001536,solubility
ENVO:09000011,solubility of nitrogen atom in soil,ENVO:09000010,solubility of nitrogen atom in environmental material
ENVO:09000012,solubility of nitrogen atom in water,ENVO:09000010,solubility of nitrogen atom in environmental material
ENVO:09000013,amount of nitrogen atom in environmental material,PATO_0000070,amount
ENVO:09000014,amount of nitrogen atom in soil,ENVO:09000013,amount of nitrogen atom in environmental material
ENVO:09000015,amount of nitrogen atom in water,ENVO:09000013,amount of nitrogen atom in environmental material
ENVO:09000016,concentration of nitrogen atom in environmental material,PATO_0000033,concentration of
ENVO:09000017,concentration of nitrogen atom in soil,ENVO:09000016,concentration of nitrogen atom in environmental material
ENVO:09000018,concentration of nitrogen atom in water,ENVO:09000016,concentration of nitrogen atom in environmental material
ENVO:09100001,dissolved carbon atom in environmental material,ENVO:09000001,solubility of carbon atom in environmental material
ENVO:09100002,dissolved carbon atom in soil,ENVO:09100001,dissolved carbon atom in environmental material
ENVO:09100003,dissolved carbon atom in water,ENVO:09100001,dissolved carbon atom in environmental material
ENVO:09100004,dissolved nitrogen atom in environmental material,ENVO:09000010,solubility of nitrogen atom in environmental material
ENVO:09100005,dissolved nitrogen atom in soil,ENVO:09100004,dissolved nitrogen atom in environmental material
ENVO:09100006,dissolved nitrogen atom in water,ENVO:09100004,dissolved nitrogen atom in environmental material
ENVO:09200002,environmental system process quality,PATO_0001236,process quality
ENVO:09200003,atmospheric wind intensity,PATO_0000049,intensity
ENVO:09200004,porosity of soil,ENVO:09200009,structure of soil
ENVO:09200005,mass density of soil,PATO_0001019,mass density
ENVO:09200006,concentration of ammonium in soil,PATO_0000033,concentration of
ENVO:09200007,concentration of nitrate in soil,PATO_0000033,concentration of
ENVO:09200008,composition of soil,ENVO:09200009,structure of soil
ENVO:09200009,structure of soil,PATO_0000141,structure
ENVO:09200010,acidity of soil,PATO_0001842,acidity
ENVO:1000745,drought,ENVO:01000703,hydrological precipitation process
ENVO:1000746,marine mucilage,ENVO:01000155,organic material
ENVO:1000747,exudation of carbohydrates,ENVO:03000010,material transport process
ENVO:1000748,island formation process,ENVO:02500000,environmental system process
ENVO:1000749,microcontinental island,ENVO:00000221,continental island
ENVO:1000750,depositional island,ENVO:00000098,island
ENVO:1000751,barrier island,ENVO:1000750,depositional island
ENVO:2000000,chemical product,ENVO:00003074,manufactured product
ENVO:2000001,creosote,ENVO:2000000,chemical product
ENVO:2000002,industrial wastewate treatment plant,ENVO:00002043,wastewater treatment plant
ENVO:2000003,agricultural wastewater treatment plant,ENVO:00002043,wastewater treatment plant
ENVO:2000004,algal bloom,ENVO:00000012,hydrographic feature
ENVO:2000005,freshwater algal bloom,ENVO:2000004,algal bloom
ENVO:2000006,nest of termite,ENVO:00005803,animal habitation
ENVO:2100000,anatomical entity environment,ENVO:01000254,environmental system
ENVO:2100002,intestine environment,ENVO:01001033,digestive tract environment
ENVO:2100003,skin environment,ENVO:01001110,ecosystem
ENVO:01001090,formation of a solid aerosol from gaseous material in an atmosphere,ENVO:01001086,formation of a solid aerosol in an atmosphere
ENVO:01001242,canopy,ENVO:01000355,vegetation layer
ENVO:01001159,cirrus homogenitus cloud,ENVO:01001160,cirrus cloud
ENVO:01001160,cirrus cloud,ENVO:01000293,ice mass
ENVO:01001162,IUCN strict nature reserve,ENVO:01001169,area protected according to IUCN guidelines
ENVO:01001163,IUCN wilderness area,ENVO:01001169,area protected according to IUCN guidelines
ENVO:01001164,geodiversity,PATO_0001241,physical object quality
ENVO:01001165,IUCN natural monument or feature,ENVO:01001169,area protected according to IUCN guidelines
ENVO:01001166,IUCN habitat/species management area,ENVO:01001169,area protected according to IUCN guidelines
ENVO:01001167,ecosystem fragment,ENVO:01001110,ecosystem
ENVO:01001168,ecosystem fragmentation process,ENVO:01001795,ecosystem process
ENVO:01001170,active ecosystem management process,ENVO:02500027,anthropogenic environmental process
ENVO:01001171,conservation-focused active ecosystem management process,ENVO:01001170,active ecosystem management process
ENVO:01001172,IUCN protected landscape/seascape,ENVO:01001169,area protected according to IUCN guidelines
ENVO:01001173,sacred site,BFO_0000029,site
ENVO:01001174,ecosystem decay,ENVO:01001795,ecosystem process
ENVO:01001175,habitat fragmentation process,ENVO:01001168,ecosystem fragmentation process
ENVO:01001176,environment associated with an aquatic invertebrate,ENVO:01001002,animal-associated environment
ENVO:01001177,arable land,ENVO:01001785,land
ENVO:01001178,pasturable land,ENVO:01001785,land
ENVO:01001179,cnidarian-associated environment,ENVO:01001002,animal-associated environment
ENVO:01001180,Bondon cheese environment,ENVO:01000254,environmental system
